mgi_symbol,ensembl_gene_id,entrezgene_id,gene_biotype,chromosome_name,start_position,end_position
Chrdl1,ENSMUSG00000031283,83453,protein_coding,X,142068670,142177258
Hes3,ENSMUSG00000028946,15207,protein_coding,4,152370429,152376119
Thsd7b,ENSMUSG00000042581,210417,protein_coding,1,129201039,130147015
Fgr,ENSMUSG00000028874,14191,protein_coding,4,132701406,132729221
Crygs,ENSMUSG00000033501,12970,protein_coding,16,22623953,22630327
Litafd,ENSMUSG00000107252,436336,protein_coding,16,8498634,8501775
Flt3,ENSMUSG00000042817,14255,protein_coding,5,147267551,147337299
Dok3,ENSMUSG00000035711,27261,protein_coding,13,55671044,55677109
Lbh,ENSMUSG00000024063,77889,protein_coding,17,73225300,73248942
1700010I14Rik,ENSMUSG00000023873,66931,protein_coding,17,9207165,9230781
Natd1,ENSMUSG00000018931,24083,protein_coding,11,60793072,60805576
Ankrd29,ENSMUSG00000057766,225187,protein_coding,18,12385419,12438854
Zbtb10,ENSMUSG00000069114,229055,protein_coding,3,9315662,9350393
Tsga8,ENSMUSG00000035522,100502723,protein_coding,X,82530284,82531530
Pabpc6,ENSMUSG00000046173,67543,protein_coding,17,9885424,9888646
Slc39a2,ENSMUSG00000072572,214922,protein_coding,14,52130346,52134202
Mtarc1,ENSMUSG00000026621,66112,protein_coding,1,184518964,184543510
Bpifb5,ENSMUSG00000038572,228802,protein_coding,2,154065662,154082822
Or5a3,ENSMUSG00000050815,258678,protein_coding,19,12394797,12400933
Mpeg1,ENSMUSG00000046805,17476,protein_coding,19,12438143,12442647
Ace2,ENSMUSG00000015405,70008,protein_coding,X,162922328,162971416
Slc5a9,ENSMUSG00000028544,230612,protein_coding,4,111732572,111760115
Gabrg2,ENSMUSG00000020436,14406,protein_coding,11,41801030,41891684
Stab1,ENSMUSG00000042286,192187,protein_coding,14,30860970,30890598
Pacrg,ENSMUSG00000037196,69310,protein_coding,17,10621941,11059198
C130074G19Rik,ENSMUSG00000039349,226777,protein_coding,1,184604123,184615415
Astn1,ENSMUSG00000026587,11899,protein_coding,1,158189843,158519351
Hrg,ENSMUSG00000022877,94175,protein_coding,16,22769822,22780406
Cabyr,ENSMUSG00000024430,71132,protein_coding,18,12873379,12888317
Chd5,ENSMUSG00000005045,269610,protein_coding,4,152423108,152474651
Glyat,ENSMUSG00000063683,107146,protein_coding,19,12610672,12631275
Tnfrsf13b,ENSMUSG00000010142,57916,protein_coding,11,61017581,61040198
Myef2l,ENSMUSG00000049230,,protein_coding,3,10153170,10157625
Pla2g12b,ENSMUSG00000009646,69836,protein_coding,10,59239482,59257798
Xdh,ENSMUSG00000024066,22436,protein_coding,17,74190890,74257191
Nectin1,ENSMUSG00000032012,58235,protein_coding,9,43655281,43743955
Gm5244,ENSMUSG00000091014,,protein_coding,19,12824046,12824788
Pitx3,ENSMUSG00000025229,18742,protein_coding,19,46124124,46136765
Mitf,ENSMUSG00000035158,17342,protein_coding,6,97784013,97998310
Serpina3i,ENSMUSG00000079014,628900,protein_coding,12,104229381,104235631
Serpina3m,ENSMUSG00000079012,20717,protein_coding,12,104304745,104360516
Aqp5,ENSMUSG00000044217,11830,protein_coding,15,99488663,99492710
Or5b106,ENSMUSG00000057503,258684,protein_coding,19,13115385,13126913
Amigo3,ENSMUSG00000032593,320844,protein_coding,9,107930358,107932900
1700057G04Rik,ENSMUSG00000074139,78459,protein_coding,9,92191430,92239929
Brcc3dc,ENSMUSG00000112039,368203,protein_coding,10,108534625,108536021
Thy1,ENSMUSG00000032011,21838,protein_coding,9,43954681,43959876
Plscr4,ENSMUSG00000032377,235527,protein_coding,9,92339426,92374509
Gsc,ENSMUSG00000021095,14836,protein_coding,12,104437468,104439589
Mst1,ENSMUSG00000032591,15235,protein_coding,9,107957635,107962202
Slc22a3,ENSMUSG00000023828,20519,protein_coding,17,12637847,12726591
Cpvl,ENSMUSG00000052955,71287,protein_coding,6,53850264,53955656
Slc22a1,ENSMUSG00000023829,20517,protein_coding,17,12867756,12894716
Acp7,ENSMUSG00000037469,101744,protein_coding,7,28306701,28330757
Tex45,ENSMUSG00000040340,76406,protein_coding,8,3520862,3537181
Slc9a9,ENSMUSG00000031129,331004,protein_coding,9,94551962,95112498
Scube2,ENSMUSG00000007279,56788,protein_coding,7,109397883,109464886
Capn3,ENSMUSG00000079110,12335,protein_coding,2,120294053,120335399
Deup1,ENSMUSG00000039977,234964,protein_coding,9,15471160,15539229
Itga2,ENSMUSG00000015533,16398,protein_coding,13,114969617,115068636
Msantd1,ENSMUSG00000051246,403174,protein_coding,5,35065356,35081183
Cfap70,ENSMUSG00000039543,76670,protein_coding,14,20444261,20502294
Ccdc83,ENSMUSG00000030617,75338,protein_coding,7,89873081,89914985
Fam186a,ENSMUSG00000045350,72277,protein_coding,15,99816229,99864942
Aox1,ENSMUSG00000063558,11761,protein_coding,1,58069090,58145572
Fbxo27,ENSMUSG00000037463,233040,protein_coding,7,28392274,28398763
Rtp4,ENSMUSG00000033355,67775,protein_coding,16,23339041,23432972
Slc47a1,ENSMUSG00000010122,67473,protein_coding,11,61234227,61269171
Kctd4,ENSMUSG00000046523,67516,protein_coding,14,76192449,76203646
Acot12,ENSMUSG00000021620,74156,protein_coding,13,91889631,91934267
Il1rapl1,ENSMUSG00000052372,331461,protein_coding,X,85784476,87159251
Dcaf8l,ENSMUSG00000035395,18630,protein_coding,X,88447454,88453295
A730046J19Rik,ENSMUSG00000085139,319764,protein_coding,X,142936691,142949270
Mageb11,ENSMUSG00000091497,212952,protein_coding,X,89935748,89936740
Mageb2,ENSMUSG00000073069,17146,protein_coding,X,90375296,90376966
Nrip2,ENSMUSG00000001520,60345,protein_coding,6,128376259,128393390
4930523C07Rik,ENSMUSG00000090394,67647,protein_coding,1,159871952,159907778
Tm4sf4,ENSMUSG00000027801,229302,protein_coding,3,57332735,57349098
Ak7,ENSMUSG00000041323,78801,protein_coding,12,105672235,105748706
Pstpip2,ENSMUSG00000025429,19201,protein_coding,18,77877614,77970579
Ces1a,ENSMUSG00000071047,244595,protein_coding,8,93746842,93774820
Asz1,ENSMUSG00000010796,74068,protein_coding,6,18050963,18109060
Fabp6,ENSMUSG00000020405,16204,protein_coding,11,43486876,43492367
Tnn,ENSMUSG00000026725,329278,protein_coding,1,159912599,159981150
Arx,ENSMUSG00000035277,11878,protein_coding,X,92330051,92341963
Aox4,ENSMUSG00000038242,71872,protein_coding,1,58249556,58307756
Ces1f,ENSMUSG00000031725,234564,protein_coding,8,93982864,94006375
Trp63,ENSMUSG00000022510,22061,protein_coding,16,25502513,25710852
Tmem229b,ENSMUSG00000046157,268567,protein_coding,12,79008569,79054401
Aox2,ENSMUSG00000079554,213043,protein_coding,1,58317485,58419418
Ces5a,ENSMUSG00000058019,67935,protein_coding,8,94225692,94262458
Pzp,ENSMUSG00000030359,11287,protein_coding,6,128460530,128503683
Zfp558,ENSMUSG00000074500,72230,protein_coding,9,18366871,18389564
Adh1,ENSMUSG00000074207,11522,protein_coding,3,137966752,137996459
Tnfrsf17,ENSMUSG00000022496,21935,protein_coding,16,11131676,11137938
Rorb,ENSMUSG00000036192,225998,protein_coding,19,18907969,19088560
Snx29,ENSMUSG00000071669,74478,protein_coding,16,11140772,11573336
Mt3,ENSMUSG00000031760,17751,protein_coding,8,94879235,94880774
Cftr,ENSMUSG00000041301,12638,protein_coding,6,18170686,18322767
Esr1,ENSMUSG00000019768,13982,protein_coding,10,4561593,4955614
Fgf10,ENSMUSG00000021732,14165,protein_coding,13,118806327,118928651
Slc30a10,ENSMUSG00000026614,226781,protein_coding,1,185187045,185200959
Adh6a,ENSMUSG00000053054,69117,protein_coding,3,138019047,138036895
Apol9b,ENSMUSG00000068246,71898,protein_coding,15,77613239,77620582
Cmya5,ENSMUSG00000047419,76469,protein_coding,13,93177221,93281232
Smoc2,ENSMUSG00000023886,64074,protein_coding,17,14499768,14625052
Pdzk1ip1,ENSMUSG00000028716,67182,protein_coding,4,114945905,114951096
Spock1,ENSMUSG00000056222,20745,protein_coding,13,57569008,58056146
Slc12a3,ENSMUSG00000031766,20497,protein_coding,8,95055829,95092842
Cyp4a12a,ENSMUSG00000066071,277753,protein_coding,4,115156243,115190012
Dnah17,ENSMUSG00000033987,69926,protein_coding,11,117912549,118021460
Or7g29,ENSMUSG00000059821,258518,protein_coding,9,19284964,19289965
Cyp4a12b,ENSMUSG00000078597,13118,protein_coding,4,115268821,115296231
Nlrc5,ENSMUSG00000074151,434341,protein_coding,8,95160984,95253900
Cacng2,ENSMUSG00000019146,12300,protein_coding,15,77875948,78004228
Cyp4a31,ENSMUSG00000028712,666168,protein_coding,4,115420846,115436212
Ryr2,ENSMUSG00000021313,20191,protein_coding,13,11567988,12121831
Kcnd2,ENSMUSG00000060882,16508,protein_coding,6,21215502,21729804
Cyp4b1,ENSMUSG00000028713,13120,protein_coding,4,115481922,115504920
Slc39a5,ENSMUSG00000039878,72002,protein_coding,10,128231800,128237098
Fam90a1b,ENSMUSG00000043549,631145,protein_coding,X,93398659,93410383
Or7d9,ENSMUSG00000059623,258822,protein_coding,9,20193647,20198874
Trp73,ENSMUSG00000029026,22062,protein_coding,4,154140706,154224665
Aldh1a1,ENSMUSG00000053279,11668,protein_coding,19,20470079,20620829
Or10al2,ENSMUSG00000080990,404308,protein_coding,17,37977879,37984367
Tmc1,ENSMUSG00000024749,13409,protein_coding,19,20760822,20931566
Klrb1f,ENSMUSG00000030154,232408,protein_coding,6,129022864,129034427
Dcaf5,ENSMUSG00000049106,320808,protein_coding,12,80382622,80483375
Crhr2,ENSMUSG00000003476,12922,protein_coding,6,55067034,55110001
Or14j1,ENSMUSG00000050613,258287,protein_coding,17,38143840,38149381
Cd209c,ENSMUSG00000040165,170776,protein_coding,8,3990222,4004746
Rec114,ENSMUSG00000074269,73673,protein_coding,9,58560133,58651247
Cd209f,ENSMUSG00000051906,69142,protein_coding,8,4152787,4155835
Krt6a,ENSMUSG00000058354,16687,protein_coding,15,101598345,101602742
Krt5,ENSMUSG00000061527,110308,protein_coding,15,101615505,101621333
Plaat1,ENSMUSG00000022525,27281,protein_coding,16,29028447,29049283
Hhipl1,ENSMUSG00000021260,214305,protein_coding,12,108272529,108297128
Snorc,ENSMUSG00000026258,73234,protein_coding,1,87397993,87403204
Krt71,ENSMUSG00000051879,56735,protein_coding,15,101642384,101651544
Cyp46a1,ENSMUSG00000021259,13116,protein_coding,12,108300640,108328493
Krt2,ENSMUSG00000064201,16681,protein_coding,15,101719124,101726604
Nherf4,ENSMUSG00000032105,170761,protein_coding,9,44158604,44162768
Krt4,ENSMUSG00000059668,16682,protein_coding,15,101826970,101833170
Krt79,ENSMUSG00000061397,223917,protein_coding,15,101837767,101848759
D1Pas1,ENSMUSG00000039224,110957,protein_coding,1,186699613,186702824
Tph2,ENSMUSG00000006764,216343,protein_coding,10,114914546,115020927
Cybrd1,ENSMUSG00000027015,73649,protein_coding,2,70948267,70973270
Sytl5,ENSMUSG00000054453,236643,protein_coding,X,9751861,9860782
Abcg4,ENSMUSG00000032131,192663,protein_coding,9,44184485,44199912
Dok7,ENSMUSG00000044716,231134,protein_coding,5,35214110,35245183
Slc10a1,ENSMUSG00000021135,20493,protein_coding,12,80999957,81015479
Srpx,ENSMUSG00000090084,51795,protein_coding,X,9904216,9983948
Cped1,ENSMUSG00000062980,214642,protein_coding,6,21985915,22256403
Arsb,ENSMUSG00000042082,11881,protein_coding,13,93908138,94079524
Cntnap1,ENSMUSG00000017167,53321,protein_coding,11,101061349,101081550
Adra2c,ENSMUSG00000045318,11553,protein_coding,5,35435663,35439107
Lrrc15,ENSMUSG00000052316,74488,protein_coding,16,30088120,30102074
Gp5,ENSMUSG00000047953,14729,protein_coding,16,30126503,30129597
Edaradd,ENSMUSG00000095105,171211,protein_coding,13,12487513,12535319
BC053393,ENSMUSG00000046974,407814,protein_coding,11,46462363,46480059
Adam4,ENSMUSG00000072972,11498,protein_coding,12,81466217,81468720
Prl2c5,ENSMUSG00000055360,107849,protein_coding,13,13357300,13366508
Ramp2,ENSMUSG00000001240,54409,protein_coding,11,101136854,101150372
Timd2,ENSMUSG00000040413,171284,protein_coding,11,46559787,46597888
Arl9,ENSMUSG00000063820,384185,protein_coding,5,77151902,77158453
1700088E04Rik,ENSMUSG00000033029,27660,protein_coding,15,79013549,79025453
Vit,ENSMUSG00000024076,74199,protein_coding,17,78815493,78934837
Adgrb3,ENSMUSG00000033569,210933,protein_coding,1,25106557,25868788
Celf6,ENSMUSG00000032297,76183,protein_coding,9,59485200,59514575
Syt6,ENSMUSG00000027849,54524,protein_coding,3,103482547,103552885
Rbm20,ENSMUSG00000043639,73713,protein_coding,19,53665737,53855511
Htra3,ENSMUSG00000029096,78558,protein_coding,5,35809367,35837126
Gata6,ENSMUSG00000005836,14465,protein_coding,18,11052064,11085635
P2ry14,ENSMUSG00000036381,140795,protein_coding,3,59021276,59061039
Zc3h12d,ENSMUSG00000039981,237256,protein_coding,10,7708234,7746160
Klrd1,ENSMUSG00000030165,16643,protein_coding,6,129568745,129575738
Adgrf1,ENSMUSG00000041293,77596,protein_coding,17,43581220,43635628
Ckm,ENSMUSG00000030399,12715,protein_coding,7,19138701,19156766
Pigz,ENSMUSG00000045625,239827,protein_coding,16,31752669,31764864
Flacc1,ENSMUSG00000047528,108812,protein_coding,1,58686062,58735148
Or6c70,ENSMUSG00000059134,259165,protein_coding,10,129707342,129715720
Klrk1,ENSMUSG00000030149,27007,protein_coding,6,129587286,129600827
Otc,ENSMUSG00000031173,18416,protein_coding,X,10118544,10187263
Asb12,ENSMUSG00000031204,70392,protein_coding,X,94513807,94601593
Crhbp,ENSMUSG00000021680,12919,protein_coding,13,95567879,95581432
Adgrg3,ENSMUSG00000060470,54672,protein_coding,8,95744320,95771878
Wnk4,ENSMUSG00000035112,69847,protein_coding,11,101151393,101168235
Aadac,ENSMUSG00000027761,67758,protein_coding,3,59933138,59947581
Sgcd,ENSMUSG00000020354,24052,protein_coding,11,46787080,47879796
Vmn2r90,ENSMUSG00000092120,626942,protein_coding,17,17924009,17955418
Vmn2r84,ENSMUSG00000070601,625068,protein_coding,10,130213794,130230201
Vmn2r85,ENSMUSG00000092048,623734,protein_coding,10,130249933,130265572
Hsf3,ENSMUSG00000045802,245525,protein_coding,X,95349784,95499900
Rybp,ENSMUSG00000072872,56353,protein_coding,6,100205526,100264446
Khdrbs2,ENSMUSG00000026058,170771,protein_coding,1,32211795,32697649
Aass,ENSMUSG00000029695,30956,protein_coding,6,23072172,23132985
Psme2b,ENSMUSG00000078153,621823,protein_coding,11,48836181,48837017
Srms,ENSMUSG00000027579,20811,protein_coding,2,180847355,180854978
Fezf1,ENSMUSG00000029697,73191,protein_coding,6,23245043,23248361
Fndc11,ENSMUSG00000047841,332713,protein_coding,2,180861806,180864647
Mep1a,ENSMUSG00000023914,17287,protein_coding,17,43785215,43813703
Helz2,ENSMUSG00000027580,229003,protein_coding,2,180869408,180883820
Cd52,ENSMUSG00000000682,23833,protein_coding,4,133809759,133822393
Vmn2r94,ENSMUSG00000090417,665227,protein_coding,17,18461384,18498018
Msmb,ENSMUSG00000021907,17695,protein_coding,14,31863980,31880327
Prdm16,ENSMUSG00000039410,70673,protein_coding,4,154400582,154721330
Pcnx2,ENSMUSG00000060212,270109,protein_coding,8,126478247,126625056
Bcl2l15,ENSMUSG00000044165,229672,protein_coding,3,103739917,103761934
9930111J21Rik2,ENSMUSG00000069892,245240,protein_coding,11,48906701,48942069
Cacna1i,ENSMUSG00000022416,239556,protein_coding,15,80171439,80282480
Gm28729,ENSMUSG00000099564,102635744,protein_coding,9,96368054,96407317
Irag1,ENSMUSG00000005611,17540,protein_coding,7,110467473,110581668
Dpf3,ENSMUSG00000021221,70127,protein_coding,12,83260519,83534490
Ctxn3,ENSMUSG00000069372,629147,protein_coding,18,57601588,57611205
Grap2,ENSMUSG00000042351,17444,protein_coding,15,80456795,80537055
Map3k21,ENSMUSG00000031853,234878,protein_coding,8,126637189,126674179
Rab7b,ENSMUSG00000052688,226421,protein_coding,1,131616433,131643177
Heph,ENSMUSG00000031209,15203,protein_coding,X,95498965,95618091
C2cd6,ENSMUSG00000072295,73463,protein_coding,1,59036275,59134059
Ttc34,ENSMUSG00000046637,242800,protein_coding,4,154921916,154951584
Ubxn11,ENSMUSG00000012126,67586,protein_coding,4,133829881,133854904
Slc26a9,ENSMUSG00000042268,320718,protein_coding,1,131671760,131699242
Tex26,ENSMUSG00000029660,75860,protein_coding,5,149363125,149394444
C1ql3,ENSMUSG00000049630,227580,protein_coding,2,13008268,13016617
Myot,ENSMUSG00000024471,58916,protein_coding,18,44467141,44488791
Ankrd45,ENSMUSG00000044835,73844,protein_coding,1,160970261,160998068
Vmn2r110,ENSMUSG00000091259,224582,protein_coding,17,20788022,20816685
Slc28a3,ENSMUSG00000021553,114304,protein_coding,13,58693213,58758691
Nyx,ENSMUSG00000051228,236690,protein_coding,X,13332349,13355552
Plau,ENSMUSG00000021822,18792,protein_coding,14,20886728,20893453
Fasl,ENSMUSG00000000817,14103,protein_coding,1,161608258,161616064
Dnmt3a,ENSMUSG00000020661,13435,protein_coding,12,3856007,3964443
St8sia5,ENSMUSG00000025425,225742,protein_coding,18,77273535,77346467
Lrcol1,ENSMUSG00000072754,381667,protein_coding,5,110492596,110503960
Dlg2,ENSMUSG00000052572,23859,protein_coding,7,90125880,92098455
Rxfp2,ENSMUSG00000053368,140498,protein_coding,5,149942140,150005649
Adcy5,ENSMUSG00000022840,224129,protein_coding,16,34975247,35126108
Frem1,ENSMUSG00000059049,329872,protein_coding,4,82816157,82970576
Mzb1,ENSMUSG00000024353,69816,protein_coding,18,35780320,35782420
Efr3b,ENSMUSG00000020658,668212,protein_coding,12,4012554,4088915
Mmel1,ENSMUSG00000058183,27390,protein_coding,4,154954042,154979985
Zar1l,ENSMUSG00000056586,545824,protein_coding,5,150430520,150441629
Adamts14,ENSMUSG00000059901,237360,protein_coding,10,61032891,61109217
Dnm3,ENSMUSG00000040265,103967,protein_coding,1,161810022,162305603
Chat,ENSMUSG00000021919,12647,protein_coding,14,32130160,32187946
Casr,ENSMUSG00000051980,12374,protein_coding,16,36314058,36382503
Cd86,ENSMUSG00000022901,12524,protein_coding,16,36424231,36486443
Ildr1,ENSMUSG00000022900,106347,protein_coding,16,36514340,36547166
Slc30a2,ENSMUSG00000028836,230810,protein_coding,4,134070492,134081795
Plagl1,ENSMUSG00000019817,22634,protein_coding,10,12936248,13007438
Drgx,ENSMUSG00000041730,107751,protein_coding,14,32321364,32371203
Cpb1,ENSMUSG00000011463,76703,protein_coding,3,20302428,20329897
Pacsin1,ENSMUSG00000040276,23969,protein_coding,17,27874483,27930456
Prr23a1,ENSMUSG00000091080,623166,protein_coding,9,98724556,98725438
7420426K07Rik,ENSMUSG00000074123,546157,protein_coding,9,98785172,98786675
Vstm4,ENSMUSG00000050666,320736,protein_coding,14,32578713,32661448
Fbxo40,ENSMUSG00000047746,207215,protein_coding,16,36783822,36810829
Plcxd3,ENSMUSG00000049148,239318,protein_coding,15,4404973,4605035
C6,ENSMUSG00000022181,12274,protein_coding,15,4756657,4844449
Myocos,ENSMUSG00000091060,100038657,protein_coding,1,162474762,162485788
Col13a1,ENSMUSG00000058806,12817,protein_coding,10,61674015,61814887
Ranbp3l,ENSMUSG00000048424,223332,protein_coding,15,8997433,9067417
Vmn1r4,ENSMUSG00000071893,171194,protein_coding,6,56901000,56935085
Wdfy4,ENSMUSG00000051506,545030,protein_coding,14,32681504,32907465
Vmn1r14,ENSMUSG00000114982,113864,protein_coding,6,57208671,57217870
Cxcr5,ENSMUSG00000047880,12145,protein_coding,9,44423084,44473174
Kyat3,ENSMUSG00000040213,229905,protein_coding,3,142406812,142452631
Slc9a7,ENSMUSG00000037341,236727,protein_coding,X,19971993,20158046
Fbp2,ENSMUSG00000021456,14120,protein_coding,13,62984691,63006236
Nr2e3,ENSMUSG00000032292,23958,protein_coding,9,59850054,59867942
Tafa3,ENSMUSG00000055865,329731,protein_coding,3,104674722,104689156
Fbp1,ENSMUSG00000069805,14121,protein_coding,13,63012567,63036096
Ifi47,ENSMUSG00000078920,15953,protein_coding,11,48967414,48987801
Aoc3,ENSMUSG00000019326,11754,protein_coding,11,101221431,101232764
Naaladl2,ENSMUSG00000102758,635702,protein_coding,3,23852266,25198425
Tbx10,ENSMUSG00000037477,109575,protein_coding,19,4042752,4049512
G6pc,ENSMUSG00000078650,14377,protein_coding,11,101258387,101268729
Adgrg6,ENSMUSG00000039116,215798,protein_coding,10,14278327,14421403
Itgam,ENSMUSG00000030786,16409,protein_coding,7,127661812,127717663
Crebl2,ENSMUSG00000032652,232430,protein_coding,6,134807117,134835894
Lrmda,ENSMUSG00000063458,76633,protein_coding,14,22069780,23106153
Btnl9,ENSMUSG00000040283,237754,protein_coding,11,49056412,49077986
Mroh6,ENSMUSG00000098678,223645,protein_coding,15,75755986,75760619
Tspan1,ENSMUSG00000028699,66805,protein_coding,4,116019066,116024798
Tcp11,ENSMUSG00000062859,21463,protein_coding,17,28285719,28299613
Gstp3,ENSMUSG00000058216,225884,protein_coding,19,4107477,4109569
Treh,ENSMUSG00000032098,58866,protein_coding,9,44584530,44597602
Cabp2,ENSMUSG00000024857,29866,protein_coding,19,4131578,4137340
Thsd4,ENSMUSG00000032289,207596,protein_coding,9,59874214,60429329
Kcng2,ENSMUSG00000059852,240444,protein_coding,18,80337761,80407469
Pde4a,ENSMUSG00000032177,18577,protein_coding,9,21077010,21124544
Klhl29,ENSMUSG00000020627,208439,protein_coding,12,5127472,5425682
Iqcm,ENSMUSG00000031620,71831,protein_coding,8,76175322,76711131
Apob,ENSMUSG00000020609,238055,protein_coding,12,8027648,8066835
Or2y16,ENSMUSG00000047702,258459,protein_coding,11,49327451,49336930
Or2y1,ENSMUSG00000059729,258027,protein_coding,11,49379897,49388323
Or2y13,ENSMUSG00000107417,404337,protein_coding,11,49410475,49418026
Rhd,ENSMUSG00000028825,19746,protein_coding,4,134591847,134623483
Slc7a15,ENSMUSG00000020600,328059,protein_coding,12,8578483,8649066
Npy4r,ENSMUSG00000048337,19065,protein_coding,14,33865949,33874446
Scgb3a1,ENSMUSG00000064057,68662,protein_coding,11,49554437,49555945
Olig3,ENSMUSG00000045591,94222,protein_coding,10,19232281,19234352
Dnah10,ENSMUSG00000038011,56087,protein_coding,5,124802149,124911372
Mesp1,ENSMUSG00000030544,17292,protein_coding,7,79441989,79443536
Bnc2,ENSMUSG00000028487,242509,protein_coding,4,84193332,84593512
Il22ra2,ENSMUSG00000039760,237310,protein_coding,10,19497746,19510429
Syt15,ENSMUSG00000041479,319508,protein_coding,14,33941552,33952377
Cxcr3,ENSMUSG00000050232,12766,protein_coding,X,100775141,100777875
Hsd17b3,ENSMUSG00000033122,15487,protein_coding,13,64206080,64237044
8030474K03Rik,ENSMUSG00000046774,382231,protein_coding,X,100838262,100842248
Fam25c,ENSMUSG00000043681,69134,protein_coding,14,34073838,34077390
Mmrn2,ENSMUSG00000041445,105450,protein_coding,14,34097422,34126244
Fmo1,ENSMUSG00000040181,14261,protein_coding,1,162657130,162694179
Muc1,ENSMUSG00000042784,17829,protein_coding,3,89136364,89140688
Apold1,ENSMUSG00000090698,381823,protein_coding,6,134958681,134963799
Slc13a1,ENSMUSG00000029700,55961,protein_coding,6,24088282,24168091
Pigl,ENSMUSG00000014245,327942,protein_coding,11,62349286,62405243
Iqub,ENSMUSG00000046192,214704,protein_coding,6,24444864,24515066
Kcng3,ENSMUSG00000045053,225030,protein_coding,17,83893386,83939324
Muc20,ENSMUSG00000035638,224116,protein_coding,16,32597793,32617805
Smbd1,ENSMUSG00000094430,381043,protein_coding,16,32625130,32630847
Osr1,ENSMUSG00000048387,23967,protein_coding,12,9620116,9631500
Tifab,ENSMUSG00000049625,212937,protein_coding,13,56321517,56326698
Gm3880,ENSMUSG00000081443,,protein_coding,X,101729898,101730578
Neurog1,ENSMUSG00000048904,18014,protein_coding,13,56398291,56399976
Gm9112,ENSMUSG00000079479,668339,protein_coding,X,101750496,101751241
Kcnh1,ENSMUSG00000058248,16510,protein_coding,1,191873082,192192467
Dmrtc1b,ENSMUSG00000073027,632708,protein_coding,X,101751471,101758815
Gm19345,ENSMUSG00000092216,100502736,protein_coding,7,19585928,19592275
Cox6a2,ENSMUSG00000030785,12862,protein_coding,7,127804607,127805559
Lect2,ENSMUSG00000021539,16841,protein_coding,13,56690277,56696315
Serpinb9g,ENSMUSG00000057726,93806,protein_coding,13,33668773,33679987
Cldn18,ENSMUSG00000032473,56492,protein_coding,9,99571514,99599320
Or2b7,ENSMUSG00000054890,404335,protein_coding,13,21738064,21744063
Slc22a20,ENSMUSG00000037451,381203,protein_coding,19,6020262,6036171
Nrg3,ENSMUSG00000041014,18183,protein_coding,14,38090909,39195045
H2bc14,ENSMUSG00000114279,319186,protein_coding,13,21906214,21906737
H4c11,ENSMUSG00000067455,319159,protein_coding,13,21919234,21920007
H2bc15,ENSMUSG00000095217,319187,protein_coding,13,21938293,21938673
H2bc22,ENSMUSG00000069308,319188,protein_coding,13,21971631,21973383
Grin2a,ENSMUSG00000059003,14811,protein_coding,16,9385762,9813424
Tsx,ENSMUSG00000031329,22127,protein_coding,X,102458073,102468186
Haao,ENSMUSG00000000673,107766,protein_coding,17,84138585,84155392
Igsf23,ENSMUSG00000040498,70080,protein_coding,7,19671230,19684681
Prrx1,ENSMUSG00000026586,18933,protein_coding,1,163072688,163141279
Rhox7b,ENSMUSG00000079626,,protein_coding,X,36975316,36986109
Kcnd3,ENSMUSG00000040896,56543,protein_coding,3,105359646,105581318
H4c8,ENSMUSG00000060981,69386,protein_coding,13,23715220,23715689
H2ac10,ENSMUSG00000061991,319173,protein_coding,13,23718076,23718474
Rhox5,ENSMUSG00000095180,18617,protein_coding,X,36891636,36897311
H2ac7,ENSMUSG00000071478,319165,protein_coding,13,23758555,23759126
Saxo1,ENSMUSG00000028492,75811,protein_coding,4,86362878,86476565
H2bc4,ENSMUSG00000018102,68024,protein_coding,13,23868182,23876891
Cdh8,ENSMUSG00000036510,12564,protein_coding,8,99751103,100143103
H4c3,ENSMUSG00000060678,319155,protein_coding,13,23881618,23882437
Tex13b,ENSMUSG00000042386,83555,protein_coding,X,139709056,139714182
Tenm4,ENSMUSG00000048078,23966,protein_coding,7,95820453,96560300
Mctp1,ENSMUSG00000021596,78771,protein_coding,13,76532259,77179929
Rad51ap2,ENSMUSG00000086022,209550,protein_coding,12,11506080,11512929
Gcm2,ENSMUSG00000021362,107889,protein_coding,13,41254903,41264511
Sycp2l,ENSMUSG00000038651,637277,protein_coding,13,41267783,41327827
Tmem25,ENSMUSG00000002032,71687,protein_coding,9,44705066,44710604
Rtl8c,ENSMUSG00000051851,72865,protein_coding,X,52609999,52610399
1700013H16Rik,ENSMUSG00000054727,75514,protein_coding,X,52744868,52759798
Rasgef1c,ENSMUSG00000020374,74563,protein_coding,11,49792662,49871821
Lrrc75a,ENSMUSG00000046417,192976,protein_coding,11,62495710,62539349
Enpp1,ENSMUSG00000037370,18605,protein_coding,10,24513812,24588057
Magea13,ENSMUSG00000046180,75352,protein_coding,X,57954720,57965664
Cdh5,ENSMUSG00000031871,12562,protein_coding,8,104828257,104871143
Naaladl1,ENSMUSG00000054999,381204,protein_coding,19,6155812,6165822
Bean1,ENSMUSG00000031872,65115,protein_coding,8,104897074,104945754
Vmn1r91,ENSMUSG00000095201,667067,protein_coding,7,19833605,19837026
Clca3a1,ENSMUSG00000056025,12722,protein_coding,3,144435438,144466738
Carmil3,ENSMUSG00000022211,268747,protein_coding,14,55728108,55745729
Arl4d,ENSMUSG00000034936,80981,protein_coding,11,101556367,101558658
